,HOGAR_REF_ID,VIVIENDA_REF_ID,IDHOGAR,CATCUARTH,COMBUSTIH,INODOROH,DESAGINH,PROPVIVH,CANTPERH,VIEMERGH,CMH31PEHP,CMH29PEHO,CMH12PCTO,CMH20JSEX,CMH19ME14,CMH11JENA,CMH10NIJE,CMV09HOGS,CMH7ADIG1,CMH7BDIG2,RADIO_REF_ID,RADIO,RC91
6452,1988603,1913650,1,4,2,1,1,4,6,3,1,1,150,1,3,2,4,1,3,0,21334,3,181050803
6453,1988604,1913651,1,4,2,1,1,4,3,3,1,1,75,1,2,2,5,1,3,0,21334,3,181050803
6454,1988605,1913652,1,4,2,1,8,8,5,3,1,1,125,1,2,1,5,1,3,29,21334,3,181050803
6455,1988606,1913653,1,4,2,1,8,8,6,3,1,1,150,1,3,2,5,1,3,0,21334,3,181050803
6456,1988607,1913654,1,4,2,1,1,4,5,3,1,1,125,1,3,2,5,1,3,0,21334,3,181050803
6457,1988608,1913655,1,4,2,1,1,4,6,3,1,1,150,1,3,1,4,1,3,0,21334,3,181050803
6458,1988609,1913656,1,6,2,1,1,4,4,3,1,1,66,1,2,1,8,1,3,0,21334,3,181050803
6459,1988610,1913657,1,6,2,1,1,4,4,3,1,1,66,1,2,1,8,1,3,0,21334,3,181050803
6460,1988611,1913658,1,6,2,1,1,4,6,3,1,1,100,1,3,2,8,1,3,0,21334,3,181050803
6461,1988612,1913659,1,5,2,1,1,4,5,3,1,1,100,1,3,2,8,1,3,0,21334,3,181050803
6462,1988613,1913660,1,5,2,1,1,4,4,3,1,1,80,1,2,2,8,1,3,0,21334,3,181050803
6463,1988614,1913661,1,5,2,1,1,4,3,3,1,1,60,1,2,2,8,1,3,0,21334,3,181050803
6464,1988615,1913662,1,5,2,1,1,4,4,3,1,1,80,1,2,2,8,1,3,0,21334,3,181050803
6465,1988616,1913663,1,5,2,1,1,4,5,3,1,1,100,1,2,2,8,1,3,0,21334,3,181050803
6466,1988617,1913664,1,5,2,1,1,4,2,3,1,1,40,1,1,2,8,1,2,0,21334,3,181050803
6467,1988618,1913665,1,5,2,1,1,4,4,3,1,1,80,1,2,2,8,1,3,0,21334,3,181050803
6468,1988619,1913666,1,5,2,1,1,4,3,3,1,1,60,1,2,2,8,1,3,0,21334,3,181050803
6469,1988620,1913667,1,5,2,1,1,4,4,3,1,1,80,1,2,2,8,1,3,0,21334,3,181050803
6470,1988621,1913668,1,5,2,1,1,4,5,3,1,1,100,1,5,2,8,1,3,29,21334,3,181050803
6471,1988622,1913669,1,5,2,1,1,4,2,3,1,1,40,1,1,2,8,1,2,0,21334,3,181050803
6472,1988623,1913670,1,5,2,1,1,4,3,3,1,1,60,1,2,2,8,1,3,0,21334,3,181050803
6473,1988624,1913671,1,5,2,1,1,8,3,3,1,1,60,1,2,2,8,1,3,0,21334,3,181050803
6474,1988625,1913672,1,5,2,1,1,4,4,3,1,1,80,1,2,2,8,1,3,0,21334,3,181050803
6475,1988626,1913673,1,6,2,1,1,4,2,3,1,1,33,1,1,2,8,1,2,0,21334,3,181050803
6476,1988627,1913674,1,4,2,1,2,4,4,3,1,1,100,2,5,1,4,1,4,28,21334,3,181050803
6477,1988628,1913675,1,4,2,1,2,4,2,3,1,1,50,1,1,1,4,1,2,0,21334,3,181050803
6478,1988629,1913676,1,2,2,1,3,4,3,3,1,1,150,1,1,1,4,1,5,31,21334,3,181050803
6479,1988630,1913677,1,3,5,1,3,4,1,3,1,1,33,1,1,1,4,1,1,0,21334,3,181050803
6480,1988631,1913678,1,2,5,1,3,4,2,3,1,1,100,1,1,1,3,1,2,0,21334,3,181050803
6481,1988632,1913679,1,7,2,1,2,1,4,3,1,1,57,2,1,1,3,1,4,29,21334,3,181050803
6482,1988633,1913680,1,2,5,3,10,1,3,3,1,1,150,1,4,1,3,1,2,31,21334,3,181050803
6483,1988634,1913681,1,2,5,1,3,1,5,3,1,1,250,2,5,1,3,1,5,27,21334,3,181050803
6484,1988635,1913682,0,10,7,9,10,10,100,3,1,1,8251,4,0,0,0,0,0,0,21334,3,181050803
6485,1988636,1913683,1,2,5,3,10,4,1,3,1,1,50,1,1,1,3,1,1,0,21335,4,181050804
6486,1988637,1913684,1,5,2,1,2,1,4,3,1,1,80,1,2,1,6,1,3,0,21335,4,181050804
6487,1988638,1913685,1,1,5,1,2,7,3,3,1,1,300,1,2,1,1,1,3,0,21335,4,181050804
6488,1988639,1913686,1,1,5,3,10,4,1,3,1,1,100,1,1,1,3,1,1,0,21335,4,181050804
6489,1988640,1913687,1,2,5,3,10,5,1,3,1,1,50,1,4,1,1,1,1,0,21335,4,181050804
6490,1988641,1913688,1,5,1,3,10,1,6,3,1,1,120,2,5,1,3,7,4,25,21335,4,181050804
6491,1988642,1913688,2,1,5,3,10,1,1,3,1,1,100,1,1,1,4,7,1,0,21335,4,181050804
6492,1988643,1913688,3,9,5,8,10,8,1,3,1,1,9999,1,1,1,11,7,1,0,21335,4,181050804
6493,1988644,1913688,4,2,1,3,10,5,3,3,1,1,150,1,2,1,1,7,3,0,21335,4,181050804
6494,1988645,1913688,5,5,5,3,10,1,2,3,1,1,40,2,4,1,3,7,2,0,21335,4,181050804
6495,1988646,1913688,6,5,5,3,10,1,6,3,1,1,120,2,4,1,3,7,2,26,21335,4,181050804
6496,1988647,1913688,7,3,2,3,10,1,4,3,1,1,133,1,4,1,1,7,3,0,21335,4,181050804
6497,1988648,1913689,1,1,5,1,2,4,1,3,1,1,100,1,1,1,3,1,1,0,21335,4,181050804
6498,1988649,1913690,1,4,5,3,10,4,3,3,1,1,75,1,2,1,3,1,3,0,21335,4,181050804
6499,1988650,1913691,1,8,2,1,2,1,4,3,1,1,44,1,1,2,8,1,3,17,21335,4,181050804
6500,1988651,1913692,1,4,2,1,2,4,2,3,1,1,50,1,1,1,4,1,2,0,21335,4,181050804
6501,1988652,1913693,1,1,5,3,10,4,3,3,1,1,300,1,5,1,3,1,5,31,21335,4,181050804
6502,1988653,1913694,1,1,5,3,10,4,1,3,1,1,100,1,4,1,3,1,1,0,21335,4,181050804
6503,1988654,1913695,1,3,5,1,3,4,5,3,1,1,166,1,2,1,1,1,3,31,21335,4,181050804
6504,1988655,1913696,0,10,7,9,10,10,100,3,1,1,8851,4,0,0,0,0,0,0,21335,4,181050804
6505,1988656,1913697,0,10,7,9,10,10,2,3,1,1,991,4,0,0,0,0,0,0,21335,4,181050804
6506,1988657,1913698,1,4,2,1,2,5,3,3,1,1,75,1,2,1,6,1,3,0,21336,1,181050901
6507,1988658,1913699,1,4,5,1,3,1,5,3,1,1,125,1,2,1,3,1,3,0,21336,1,181050901
6508,1988659,1913700,1,1,5,1,3,1,8,3,1,1,800,1,3,1,3,1,3,0,21336,1,181050901
6509,1988660,1913701,1,4,5,1,2,1,4,3,1,1,100,1,1,1,4,1,3,0,21336,1,181050901
6510,1988661,1913702,1,2,1,1,2,1,2,3,1,1,100,2,1,1,3,1,4,0,21336,1,181050901
6511,1988662,1913703,1,3,1,1,2,1,3,3,1,1,100,1,1,1,4,1,5,29,21336,1,181050901
6512,1988663,1913704,1,4,1,1,2,1,4,3,1,1,100,1,1,1,4,1,3,0,21336,1,181050901
6513,1988664,1913705,1,1,5,1,3,1,4,3,1,1,400,2,3,1,3,1,4,0,21336,1,181050901
6514,1988665,1913706,1,3,1,1,2,1,3,3,1,1,100,2,2,1,3,1,4,0,21336,1,181050901
6515,1988666,1913707,1,5,1,1,3,1,6,3,1,1,120,2,3,1,3,1,4,17,21336,1,181050901
6516,1988667,1913708,1,1,1,1,2,1,1,3,1,1,100,1,1,1,4,1,1,0,21336,1,181050901
6517,1988668,1913709,1,3,1,3,10,5,1,3,1,1,33,2,1,1,3,1,1,0,21336,1,181050901
6518,1988669,1913710,1,2,5,1,3,1,2,3,1,1,100,1,4,1,3,1,2,0,21336,1,181050901
6519,1988670,1913711,1,1,5,1,3,6,13,3,1,1,1300,1,3,1,1,1,3,0,21336,1,181050901
6520,1988671,1913712,1,3,5,1,3,1,2,3,1,1,66,1,4,1,4,1,5,1,21336,1,181050901
6521,1988672,1913713,1,2,5,1,3,2,3,3,1,1,150,1,4,1,3,1,3,0,21336,1,181050901
6522,1988673,1913714,1,1,5,1,2,3,1,3,1,1,100,1,1,1,4,1,1,0,21336,1,181050901
6523,1988674,1913715,1,1,2,1,3,3,1,3,1,1,100,2,1,1,6,1,1,0,21336,1,181050901
6524,1988675,1913716,1,1,5,3,10,2,7,3,1,1,700,1,3,1,1,1,3,0,21336,1,181050901
6525,1988676,1913717,1,1,5,1,3,5,3,3,1,1,300,1,2,1,3,1,3,0,21336,1,181050901
6526,1988677,1913718,1,3,1,1,2,5,4,3,1,1,133,2,3,1,3,1,4,0,21336,1,181050901
6527,1988678,1913719,1,3,5,1,3,1,5,3,1,1,166,1,2,1,3,1,3,31,21336,1,181050901
6528,1988679,1913720,1,3,2,3,10,1,5,3,1,1,166,1,5,1,3,2,4,18,21336,1,181050901
6529,1988680,1913720,2,3,5,1,3,1,5,3,1,1,166,2,1,1,3,2,4,0,21336,1,181050901
6530,1988681,1913721,1,3,5,3,10,1,6,3,1,1,200,1,3,1,1,1,3,0,21336,1,181050901
6531,1988682,1913722,1,3,3,2,3,1,1,3,1,1,33,1,4,1,1,2,1,0,21336,1,181050901
6532,1988683,1913722,2,2,5,2,3,3,6,3,1,1,300,1,2,1,4,2,3,0,21336,1,181050901
6533,1988684,1913723,1,4,1,1,2,8,1,3,1,1,25,2,4,1,3,1,1,0,21336,1,181050901
6534,1988685,1913724,1,2,5,3,10,1,4,3,1,1,200,2,2,1,4,1,3,0,21336,1,181050901
6535,1988686,1913725,1,1,2,3,10,1,3,3,1,1,300,1,2,1,4,1,3,0,21336,1,181050901
6536,1988687,1913726,1,2,5,3,10,1,1,3,1,1,50,1,4,1,1,1,1,0,21336,1,181050901
6537,1988688,1913727,1,4,5,3,10,1,6,3,1,1,150,2,6,1,3,1,4,1,21336,1,181050901
6538,1988689,1913728,1,3,5,3,10,1,9,3,1,1,300,1,3,1,3,1,3,25,21336,1,181050901
6539,1988690,1913729,1,3,5,3,10,9,6,3,1,1,200,2,6,1,1,1,4,18,21336,1,181050901
6540,1988691,1913730,1,5,2,1,3,1,7,3,1,1,140,1,5,1,5,1,3,14,21336,1,181050901
6541,1988692,1913731,1,3,5,3,10,1,16,3,1,1,533,2,3,1,1,1,4,18,21336,1,181050901
6542,1988693,1913732,1,4,3,1,2,8,2,3,1,1,50,1,4,1,1,1,2,0,21336,1,181050901
6543,1988694,1913733,1,2,5,3,10,1,3,3,1,1,150,1,2,1,3,1,3,0,21336,1,181050901
6544,1988695,1913734,1,2,2,3,10,1,6,3,1,1,300,1,2,1,1,1,3,0,21336,1,181050901
6545,1988696,1913735,1,1,2,3,10,1,1,3,1,1,100,2,4,1,3,1,1,0,21336,1,181050901
6546,1988697,1913736,1,2,5,1,2,8,2,3,1,1,100,2,1,1,3,1,4,0,21336,1,181050901
6547,1988698,1913737,1,4,2,1,2,1,2,3,1,1,50,1,4,1,3,1,5,1,21336,1,181050901
6548,1988699,1913738,1,3,5,3,10,1,6,3,1,1,200,1,3,1,3,1,3,0,21336,1,181050901
6549,1988700,1913739,1,2,2,3,10,1,5,3,1,1,250,1,2,1,4,1,3,0,21336,1,181050901
6550,1988701,1913740,1,2,2,1,2,1,4,3,1,1,200,1,2,1,4,1,3,0,21336,1,181050901
6551,1988702,1913741,1,2,5,3,10,1,1,3,1,1,50,1,4,1,1,1,1,0,21336,1,181050901
6552,1988703,1913742,1,2,2,1,2,1,4,3,1,1,200,1,2,1,4,1,3,0,21336,1,181050901
6553,1988704,1913743,1,2,2,3,10,1,4,3,1,1,200,1,5,1,1,1,3,0,21336,1,181050901
6554,1988705,1913744,1,2,2,1,2,1,4,3,1,1,200,2,5,1,3,1,4,18,21336,1,181050901
6555,1988706,1913745,1,3,2,1,2,3,7,3,1,1,233,1,3,1,9,1,3,0,21336,1,181050901
6556,1988707,1913746,1,5,2,1,1,1,2,3,1,1,40,1,4,1,3,1,2,0,21336,1,181050901
6557,1988708,1913747,1,6,2,1,2,1,3,3,1,1,50,1,4,1,3,1,3,0,21336,1,181050901
6558,1988709,1913748,1,9,2,8,10,8,1,3,1,1,9999,2,1,1,4,1,1,0,21336,1,181050901
6559,1988710,1913749,1,4,2,1,2,7,5,3,1,1,125,1,3,1,5,1,3,0,21336,1,181050901
6560,1988711,1913750,1,2,5,3,10,1,2,3,1,1,100,2,4,1,4,1,5,29,21336,1,181050901
6561,1988712,1913751,1,3,5,2,2,7,3,3,1,1,100,1,2,1,8,1,4,0,21336,1,181050901
6562,1988713,1913752,1,2,2,2,1,7,4,3,1,1,200,1,2,1,4,1,3,25,21336,1,181050901
6563,1988714,1913753,1,3,2,3,10,1,3,3,1,1,100,2,4,1,1,1,2,31,21336,1,181050901
6564,1988715,1913754,1,1,2,3,10,5,6,3,1,1,600,1,3,1,3,1,3,0,21336,1,181050901
6565,1988716,1913755,1,2,5,2,3,1,10,3,1,1,500,1,3,1,4,1,3,31,21336,1,181050901
6566,1988717,1913756,1,1,3,2,3,2,9,3,1,1,900,1,3,1,4,1,3,0,21336,1,181050901
6567,1988718,1913757,1,2,2,1,3,2,6,3,1,1,300,2,3,1,3,1,4,0,21336,1,181050901
6568,1988719,1913758,1,2,5,3,10,2,2,3,1,1,100,1,4,1,1,1,2,0,21336,1,181050901
6569,1988720,1913759,1,4,2,3,10,1,3,3,1,1,75,1,4,1,4,1,2,31,21336,1,181050901
6570,1988721,1913760,1,3,2,1,2,1,3,3,1,1,100,2,2,1,4,1,4,0,21336,1,181050901
6571,1988722,1913761,1,6,2,1,1,1,5,3,1,1,83,1,3,1,6,1,3,0,21336,1,181050901
6572,1988723,1913762,1,3,2,3,10,5,8,3,1,1,266,1,6,1,4,1,3,14,21336,1,181050901
6573,1988724,1913763,1,5,2,1,2,1,2,3,1,1,40,1,4,2,3,1,2,0,21336,1,181050901
6574,1988725,1913764,1,2,2,3,10,1,4,3,1,1,200,1,2,1,1,1,3,0,21336,1,181050901
6575,1988726,1913765,1,7,2,1,2,1,8,3,1,1,114,1,3,1,4,1,3,0,21336,1,181050901
6576,1988727,1913766,1,2,5,3,10,1,3,3,1,1,150,1,2,1,4,1,3,0,21336,1,181050901
6577,1988728,1913767,1,1,5,3,10,1,2,3,1,1,200,2,4,1,11,1,2,0,21336,1,181050901
6578,1988729,1913768,1,2,2,1,2,1,1,3,1,1,50,2,1,1,4,2,1,0,21336,1,181050901
6579,1988730,1913768,2,2,2,3,10,1,5,3,1,1,250,1,3,1,4,2,3,0,21336,1,181050901
6580,1988731,1913769,1,4,2,3,10,1,6,3,1,1,150,2,5,1,1,2,4,25,21336,1,181050901
6581,1988732,1913769,2,9,2,8,10,8,1,3,1,1,9999,1,1,1,3,2,1,0,21336,1,181050901
6582,1988733,1913770,1,2,2,1,8,1,6,3,1,1,300,1,2,1,4,1,3,29,21336,1,181050901
6583,1988734,1913771,1,3,5,3,10,1,2,3,1,1,66,2,1,1,3,1,4,0,21336,1,181050901
6584,1988735,1913772,1,2,2,1,8,1,5,3,1,1,250,1,5,1,3,1,3,25,21336,1,181050901
6585,1988736,1913773,1,2,3,3,10,3,1,3,1,1,50,1,4,1,1,1,1,0,21336,1,181050901
6586,1988737,1913774,1,4,2,3,10,1,10,3,1,1,250,1,3,1,3,1,3,0,21336,1,181050901
6587,1988738,1913775,1,2,5,1,3,1,2,3,1,1,100,2,2,1,4,1,4,0,21336,1,181050901
6588,1988739,1913776,1,3,2,3,10,1,3,3,1,1,100,2,2,1,4,1,4,0,21336,1,181050901
6589,1988740,1913777,1,2,2,3,10,1,6,3,1,1,300,1,3,1,3,1,3,0,21336,1,181050901
6590,1988741,1913778,1,3,2,1,1,1,3,3,1,1,100,2,5,1,11,1,4,25,21336,1,181050901
6591,1988742,1913779,1,1,5,3,10,8,9,3,1,1,900,2,6,1,3,1,4,29,21336,1,181050901
6592,1988743,1913780,1,2,2,1,1,1,1,3,1,1,50,2,4,1,1,1,1,0,21336,1,181050901
6593,1988744,1913781,1,3,2,3,10,1,4,3,1,1,133,1,5,1,4,1,3,25,21336,1,181050901
6594,1988745,1913782,1,6,2,1,2,8,5,3,1,1,83,1,4,1,3,1,3,25,21336,1,181050901
6595,1988746,1913783,1,6,2,1,2,1,4,3,1,1,66,1,2,1,4,1,3,0,21336,1,181050901
6596,1988747,1913784,1,1,5,3,10,1,1,3,1,1,100,2,1,1,1,1,1,0,21336,1,181050901
6597,1988748,1913785,1,4,2,3,10,3,5,3,1,1,125,1,3,1,1,1,3,0,21336,1,181050901
6598,1988749,1913786,1,3,2,1,2,1,2,3,1,1,66,2,2,1,3,1,4,0,21336,1,181050901
6599,1988750,1913787,1,2,2,1,2,1,2,3,1,1,100,1,4,1,1,1,2,0,21336,1,181050901
6600,1988751,1913788,1,5,2,1,2,1,1,3,1,1,20,1,1,1,4,1,1,0,21336,1,181050901
6601,1988752,1913789,1,1,5,3,10,5,4,3,1,1,400,1,2,1,5,1,3,0,21336,1,181050901
6602,1988753,1913790,1,6,2,1,2,1,4,3,1,1,66,1,4,2,4,1,3,29,21336,1,181050901
6603,1988754,1913791,1,4,2,1,2,1,4,3,1,1,100,1,5,1,4,1,3,0,21336,1,181050901
6604,1988755,1913792,1,2,2,3,10,2,6,3,1,1,300,1,3,1,4,1,3,0,21336,1,181050901
6605,1988756,1913793,1,3,2,1,2,1,4,3,1,1,133,1,1,1,4,1,3,0,21336,1,181050901
6606,1988757,1913794,1,8,2,1,2,1,2,3,1,1,22,1,1,1,5,1,2,0,21336,1,181050901
6607,1988758,1913795,1,2,2,3,10,2,5,3,1,1,250,2,3,1,3,1,4,0,21336,1,181050901
6608,1988759,1913796,1,1,2,3,10,2,4,3,1,1,400,2,2,1,4,1,4,25,21336,1,181050901
6609,1988760,1913797,1,2,2,1,2,1,2,3,1,1,100,1,4,1,6,1,2,0,21336,1,181050901
6610,1988761,1913798,1,1,5,3,10,1,2,3,1,1,200,1,4,1,4,1,2,0,21336,1,181050901
6611,1988762,1913799,1,2,2,1,2,1,5,3,1,1,250,1,5,1,4,1,3,25,21336,1,181050901
6612,1988763,1913800,1,4,2,1,2,4,3,3,1,1,75,1,2,1,6,1,3,0,21336,1,181050901
6613,1988764,1913801,1,5,5,3,10,1,2,3,1,1,40,1,4,1,3,1,2,0,21336,1,181050901
6614,1988765,1913802,1,3,5,1,3,1,2,3,1,1,66,1,4,1,1,2,5,29,21336,1,181050901
6615,1988766,1913802,2,3,2,1,2,2,4,3,1,1,133,1,2,1,3,2,3,0,21336,1,181050901
6616,1988767,1913803,1,2,2,1,3,1,3,3,1,1,150,1,2,1,3,1,3,0,21336,1,181050901
6617,1988768,1913804,1,3,2,1,3,1,4,3,1,1,133,2,4,1,3,1,4,14,21336,1,181050901
6618,1988769,1913805,1,5,2,1,2,1,4,3,1,1,80,2,5,1,3,1,4,25,21336,1,181050901
6619,1988770,1913806,1,5,2,1,2,1,5,3,1,1,100,2,3,1,5,1,4,0,21336,1,181050901
6620,1988771,1913807,1,2,2,1,2,5,3,3,1,1,150,2,4,1,4,1,4,0,21336,1,181050901
6621,1988772,1913808,1,2,2,1,3,1,3,3,1,1,150,1,4,1,3,1,2,29,21336,1,181050901
6622,1988773,1913809,1,2,2,1,3,3,3,3,1,1,150,1,2,1,4,1,3,0,21336,1,181050901
6623,1988774,1913810,1,2,5,3,10,5,5,3,1,1,250,1,5,1,3,1,3,29,21336,1,181050901
6624,1988775,1913811,1,4,2,1,3,1,2,3,1,1,50,1,4,1,1,1,2,0,21336,1,181050901
6625,1988776,1913812,1,3,5,1,3,1,5,3,1,1,166,1,5,1,3,1,3,0,21336,1,181050901
6626,1988777,1913813,1,3,2,1,2,1,4,3,1,1,133,1,2,1,4,1,3,0,21336,1,181050901
6627,1988778,1913814,1,2,5,1,3,8,1,3,1,1,50,2,4,1,1,1,1,0,21336,1,181050901
6628,1988779,1913815,1,5,5,1,3,1,3,3,1,1,60,2,4,1,3,1,4,0,21336,1,181050901
6629,1988780,1913816,1,2,2,1,2,1,4,3,1,1,200,1,2,2,4,1,3,0,21336,1,181050901
6630,1988781,1913817,1,3,5,1,3,1,5,3,1,1,166,1,2,1,3,1,3,29,21336,1,181050901
6631,1988782,1913818,1,2,2,1,8,5,3,3,1,1,150,1,2,1,3,1,3,0,21336,1,181050901
6632,1988783,1913819,1,5,2,1,8,1,5,3,1,1,100,1,1,1,3,1,3,31,21336,1,181050901
6633,1988784,1913820,1,4,2,1,2,1,4,3,1,1,100,1,5,1,5,1,3,31,21336,1,181050901
6634,1988785,1913821,1,3,5,3,10,1,4,3,1,1,133,2,2,1,3,1,4,0,21336,1,181050901
6635,1988786,1913822,1,1,3,3,10,1,2,3,1,1,200,2,4,1,1,1,4,0,21336,1,181050901
6636,1988787,1913823,1,3,5,3,10,5,1,3,1,1,33,1,4,1,1,1,1,0,21336,1,181050901
6637,1988788,1913824,1,3,5,3,10,1,10,3,1,1,333,2,3,1,3,1,4,18,21336,1,181050901
6638,1988789,1913825,1,2,2,3,10,1,5,3,1,1,250,2,3,1,4,1,4,0,21336,1,181050901
6639,1988790,1913826,1,3,5,3,10,2,3,3,1,1,100,2,4,1,3,1,5,29,21336,1,181050901
6640,1988791,1913827,1,2,2,3,10,2,3,3,1,1,150,1,2,1,3,1,2,29,21336,1,181050901
6641,1988792,1913828,1,3,5,3,10,2,3,3,1,1,100,1,2,1,3,1,3,0,21336,1,181050901
6642,1988793,1913829,1,2,5,3,10,2,4,3,1,1,200,2,2,1,3,1,4,0,21336,1,181050901
6643,1988794,1913830,1,1,3,1,3,1,1,3,1,1,100,2,4,1,3,1,1,0,21336,1,181050901
6644,1988795,1913831,1,3,2,1,2,1,2,3,1,1,66,1,4,1,3,1,2,0,21336,1,181050901
6645,1988796,1913832,1,4,2,1,2,3,2,3,1,1,50,1,1,1,4,1,2,0,21336,1,181050901
6646,1988797,1913833,1,2,5,3,10,1,4,3,1,1,200,1,4,1,1,1,3,1,21336,1,181050901
6647,1988798,1913834,1,3,2,3,10,1,9,3,1,1,300,1,3,1,4,1,3,0,21336,1,181050901
6648,1988799,1913835,1,2,5,3,10,2,6,3,1,1,300,1,4,1,3,1,3,0,21336,1,181050901
6649,1988800,1913836,1,5,2,1,2,3,1,3,1,1,20,2,4,1,3,1,1,0,21336,1,181050901
6650,1988801,1913837,1,4,5,1,2,8,2,3,1,1,50,2,4,1,3,1,5,29,21336,1,181050901
6651,1988802,1913838,1,1,2,3,10,4,5,3,1,1,500,2,3,1,3,1,4,0,21336,1,181050901
6652,1988803,1913839,1,3,2,3,10,3,5,3,1,1,166,1,3,1,4,1,3,0,21336,1,181050901
6653,1988804,1913840,1,2,2,1,2,1,4,3,1,1,200,1,2,1,6,1,3,29,21336,1,181050901
6654,1988805,1913841,1,4,2,3,10,1,5,3,1,1,125,1,4,1,3,1,3,0,21336,1,181050901
6655,1988806,1913842,1,3,5,3,10,2,2,3,1,1,66,1,4,1,3,1,2,0,21336,1,181050901
6656,1988807,1913843,1,2,5,3,10,1,1,3,1,1,50,2,4,1,1,1,1,0,21336,1,181050901
6657,1988808,1913844,1,4,2,1,2,1,7,3,1,1,175,1,3,1,3,1,3,0,21336,1,181050901
6658,1988809,1913845,1,4,2,3,10,2,13,3,1,1,325,1,6,1,3,1,3,27,21336,1,181050901
6659,1988810,1913846,1,1,2,3,10,2,1,3,1,1,100,2,4,1,3,1,1,0,21336,1,181050901
6660,1988811,1913847,1,3,2,3,10,3,2,3,1,1,66,1,2,1,3,1,5,29,21336,1,181050901
6661,1988812,1913848,1,2,5,3,10,1,4,3,1,1,200,2,5,1,1,1,4,25,21336,1,181050901
6662,1988813,1913849,1,3,5,3,10,2,2,3,1,1,66,2,4,1,3,1,5,29,21336,1,181050901
6663,1988814,1913850,1,4,2,3,10,1,4,3,1,1,100,1,2,1,3,1,3,0,21336,1,181050901
6664,1988815,1913851,1,2,2,3,10,5,3,3,1,1,150,2,2,1,3,1,4,0,21336,1,181050901
6665,1988816,1913852,1,2,2,3,10,5,2,3,1,1,100,2,2,1,3,1,4,0,21336,1,181050901
6666,1988817,1913853,1,4,2,1,2,1,2,3,1,1,50,2,2,1,4,1,5,29,21336,1,181050901
6667,1988818,1913854,1,3,2,3,10,1,1,3,1,1,33,1,1,2,4,1,1,0,21336,1,181050901
6668,1988819,1913855,1,2,2,3,10,1,5,3,1,1,250,1,2,1,4,1,3,0,21336,1,181050901
6669,1988820,1913856,1,1,2,3,10,2,2,3,1,1,200,2,4,1,3,1,5,25,21336,1,181050901
6670,1988821,1913857,1,3,5,3,10,2,6,3,1,1,200,1,3,1,3,1,5,29,21336,1,181050901
6671,1988822,1913858,1,4,2,3,10,1,4,3,1,1,100,2,2,1,3,1,4,25,21336,1,181050901
6672,1988823,1913859,1,3,2,1,1,5,4,3,1,1,133,2,5,1,1,1,4,1,21336,1,181050901
6673,1988824,1913860,1,2,5,1,3,5,3,3,1,1,150,1,4,1,3,1,3,0,21336,1,181050901
6674,1988825,1913861,1,2,2,1,3,1,7,3,1,1,350,1,3,1,4,1,3,0,21336,1,181050901
6675,1988826,1913862,1,5,2,1,1,1,7,3,1,1,140,1,2,1,4,1,3,0,21336,1,181050901
6676,1988827,1913863,1,6,2,1,1,8,1,3,1,1,16,2,1,1,4,1,1,0,21336,1,181050901
6677,1988828,1913864,1,6,2,1,1,1,6,3,1,1,100,1,1,1,6,1,3,30,21336,1,181050901
6678,1988829,1913865,1,7,2,1,1,1,4,3,1,1,57,1,5,1,1,1,2,25,21336,1,181050901
6679,1988830,1913866,1,6,2,1,1,7,3,3,1,1,50,2,1,4,8,1,5,31,21336,1,181050901
6680,1988831,1913867,1,5,2,1,1,1,3,3,1,1,60,1,4,1,4,1,4,0,21336,1,181050901
6681,1988832,1913868,1,2,2,1,1,1,7,3,1,1,350,1,6,2,3,1,3,0,21336,1,181050901
6682,1988833,1913869,1,2,2,3,10,3,4,3,1,1,200,1,2,1,4,1,3,0,21336,1,181050901
6683,1988834,1913870,1,2,2,1,1,1,2,3,1,1,100,1,1,1,6,1,2,0,21336,1,181050901
6684,1988835,1913871,1,3,2,1,1,1,6,3,1,1,200,2,3,1,6,1,3,0,21336,1,181050901
6685,1988836,1913872,1,1,2,3,10,5,8,3,1,1,800,1,3,1,3,1,3,0,21336,1,181050901
6686,1988837,1913873,1,4,2,1,2,1,4,3,1,1,100,1,2,1,6,1,3,0,21336,1,181050901
6687,1988838,1913874,1,2,5,1,3,1,2,3,1,1,100,1,1,1,3,2,2,0,21336,1,181050901
6688,1988839,1913874,2,9,5,8,10,8,6,3,1,1,9999,1,3,1,4,2,3,0,21336,1,181050901
6689,1988840,1913875,1,6,2,1,2,8,7,3,1,1,116,1,5,1,4,1,3,3,21336,1,181050901
6690,1988841,1913876,1,8,2,1,2,8,5,3,1,1,55,1,3,1,5,1,3,0,21336,1,181050901
6691,1988842,1913877,1,4,2,1,2,1,4,3,1,1,100,1,2,1,4,1,3,0,21336,1,181050901
6692,1988843,1913878,1,5,2,1,1,1,3,3,1,1,60,1,2,1,4,1,3,0,21336,1,181050901
6693,1988844,1913879,1,3,2,1,2,8,3,3,1,1,100,2,4,1,4,1,5,29,21336,1,181050901
6694,1988845,1913880,1,2,2,3,10,1,12,3,1,1,600,1,3,1,5,1,3,0,21336,1,181050901
6695,1988846,1913881,1,7,1,1,1,1,5,3,1,1,71,1,5,1,4,1,2,14,21336,1,181050901
6696,1988847,1913882,1,2,2,1,2,3,1,3,1,1,50,1,1,2,3,1,1,0,21336,1,181050901
6697,1988848,1913883,1,3,1,1,2,5,2,3,1,1,66,1,1,1,4,1,2,0,21336,1,181050901
