,HOGAR_REF_ID,VIVIENDA_REF_ID,NHOG,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H19A,H19B,H19C,H19D,PROP,INDHAC,TOTPERS,ALGUNBI,RADIO_REF_ID,RC10
7907,7277744,8373663,1,1,4,1,1,1,1,1,1,1,4,2,6,1,1,1,1,1,2,4,0,29524,181052104
7908,7277745,8373664,1,1,4,1,1,1,1,1,1,1,3,3,5,1,1,1,1,1,3,5,0,29524,181052104
7909,7277746,8373667,1,2,4,1,1,1,1,1,1,2,4,2,3,1,2,1,2,1,3,4,1,29524,181052104
7910,7277747,8373667,2,1,1,1,1,1,1,1,2,2,4,1,2,1,2,1,2,1,5,4,0,29524,181052104
7911,7277748,8373668,1,1,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,1,1,2,0,29524,181052104
7912,7277749,8373669,1,1,4,1,1,1,1,1,2,1,4,4,7,1,2,1,2,1,1,2,0,29524,181052104
7913,7277750,8373670,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,1,5,6,0,29524,181052104
7914,7277751,8373673,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,3,3,4,0,29524,181052104
7915,7277752,8373674,1,1,4,1,1,1,1,1,2,1,4,4,7,1,1,1,1,1,2,4,0,29524,181052104
7916,7277753,8373676,1,1,5,1,1,1,1,1,2,2,4,4,4,1,2,2,2,1,1,1,0,29524,181052104
7917,7277754,8373677,1,2,4,2,2,1,2,0,0,0,4,1,1,2,2,1,2,2,5,2,1,29524,181052104
7918,7277755,8373678,1,2,4,1,1,1,1,1,3,1,4,1,1,1,2,1,2,4,5,3,0,29524,181052104
7919,7277756,8373679,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,0,29524,181052104
7920,7277757,8373680,1,1,4,1,1,1,1,1,2,1,4,1,3,1,2,1,2,2,1,1,0,29524,181052104
7921,7277758,8373682,1,2,4,2,2,1,1,2,3,1,4,2,2,2,2,2,2,2,4,3,0,29524,181052104
7922,7277759,8373683,1,2,4,2,1,1,1,1,2,1,4,2,3,2,2,1,2,2,4,5,0,29524,181052104
7923,7277760,8373684,1,1,4,1,1,1,1,1,1,1,4,1,3,1,1,1,2,1,3,3,0,29524,181052104
7924,7277761,8373685,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,2,1,2,2,2,0,29524,181052104
7925,7277762,8373686,1,2,4,1,1,1,1,1,2,1,4,2,2,1,1,1,2,1,4,3,0,29524,181052104
7926,7277763,8373687,1,2,4,2,1,1,1,1,1,1,3,4,5,1,2,1,2,2,3,5,0,29524,181052104
7927,7277764,8373688,1,1,4,2,1,1,1,1,1,1,4,1,3,1,2,2,2,4,3,3,0,29524,181052104
7928,7277765,8373689,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,1,5,4,0,29524,181052104
7929,7277766,8373690,1,1,4,1,1,1,1,1,2,1,4,4,4,1,2,2,2,1,1,1,0,29524,181052104
7930,7277767,8373691,1,2,4,2,1,1,1,1,2,1,4,2,2,1,2,1,2,2,5,4,1,29524,181052104
7931,7277768,8373692,1,2,2,1,1,1,1,1,2,1,4,1,2,1,2,1,2,2,4,3,0,29524,181052104
7932,7277769,8373693,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,3,1,0,29524,181052104
7933,7277770,8373694,1,1,4,1,1,1,1,1,2,1,4,1,4,1,1,1,2,1,4,7,0,29524,181052104
7934,7277771,8373695,1,1,4,1,1,1,1,1,2,1,4,4,4,1,1,1,2,2,4,7,0,29524,181052104
7935,7277772,8373696,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,1,1,0,29524,181052104
7936,7277773,8373697,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,1,3,3,0,29524,181052104
7937,7277774,8373698,1,1,5,1,1,1,1,1,2,1,4,4,4,1,1,1,1,1,2,3,0,29524,181052104
7938,7277775,8373699,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,2,2,3,5,2,0,29524,181052104
7939,7277776,8373700,1,2,4,2,1,1,1,1,3,1,4,3,4,1,2,2,1,1,1,1,0,29524,181052104
7940,7277777,8373701,1,1,4,2,1,1,1,1,1,1,4,2,4,1,1,1,2,1,3,4,0,29524,181052104
7941,7277778,8373702,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,2,2,1,3,3,0,29524,181052104
7942,7277779,8373703,1,2,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,2,3,0,29524,181052104
7943,7277780,8373704,1,1,1,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,1,1,0,29524,181052104
7944,7277781,8373705,1,1,4,1,1,1,1,1,2,1,4,3,7,1,2,1,2,1,1,3,0,29524,181052104
7945,7277782,8373706,1,2,4,1,1,1,1,1,2,1,4,4,6,1,1,1,2,2,2,5,0,29524,181052104
7946,7277783,8373707,1,2,4,1,1,1,1,1,2,1,4,1,3,2,2,1,1,1,4,5,0,29524,181052104
7947,7277784,8373708,1,2,4,1,2,1,1,1,2,1,4,3,5,1,2,1,2,1,2,3,0,29524,181052104
7948,7277785,8373710,1,1,4,1,1,1,1,1,2,1,4,3,5,1,2,1,1,1,1,2,0,29524,181052104
7949,7277786,8373711,1,1,4,1,2,1,1,1,2,2,4,1,3,1,1,1,1,1,2,2,0,29524,181052104
7950,7277787,8373712,1,1,4,1,1,1,1,2,2,1,4,2,2,1,1,1,2,1,3,2,0,29524,181052104
7951,7277788,8373714,1,1,4,1,2,1,1,1,2,1,4,2,3,2,2,1,2,4,5,8,0,29524,181052104
7952,7277789,8373715,1,3,4,2,1,1,1,1,2,1,4,1,1,1,2,1,2,4,6,4,1,29524,181052104
7953,7277790,8373717,1,2,4,2,1,1,1,1,1,1,4,1,2,2,2,1,2,1,1,1,0,29524,181052104
7954,7277791,8373718,1,2,4,2,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,6,0,29524,181052104
7955,7277792,8373719,1,1,4,1,1,1,1,1,1,1,4,3,5,1,1,1,1,1,2,4,0,29524,181052104
7956,7277793,8373720,1,1,4,1,1,1,1,1,1,1,4,2,2,1,1,1,2,1,5,6,1,29524,181052104
7957,7277794,8373721,1,1,4,1,1,1,1,1,1,1,4,1,2,1,2,2,2,1,3,2,0,29524,181052104
7958,7277795,8373722,1,2,4,2,1,1,1,1,1,1,4,3,4,1,1,1,1,1,5,8,0,29524,181052104
7959,7277796,8373723,1,2,4,2,1,1,1,1,1,2,4,2,3,1,2,1,2,1,3,4,0,29524,181052104
7960,7277797,8373724,1,2,4,2,1,1,2,0,0,0,3,1,1,1,2,1,2,2,5,3,1,29524,181052104
7961,7277798,8373725,1,2,5,1,1,1,1,1,1,1,4,4,4,1,2,2,2,1,3,5,0,29524,181052104
7962,7277799,8373726,1,2,6,2,2,1,1,1,1,1,4,3,3,2,2,2,2,1,4,5,0,29524,181052104
7963,7277800,8373727,1,2,4,1,1,1,1,1,1,1,4,3,5,1,1,1,2,1,2,4,0,29524,181052104
7964,7277801,8373728,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,0,29524,181052104
7965,7277802,8373729,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,2,2,0,29524,181052104
7966,7277803,8373730,1,2,4,1,1,1,1,1,1,1,4,2,4,1,1,1,2,1,3,4,0,29524,181052104
7967,7277804,8373731,1,1,4,1,1,1,1,1,1,2,4,3,4,1,2,1,2,1,5,8,0,29524,181052104
7968,7277805,8373732,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,4,3,3,0,29524,181052104
7969,7277806,8373733,1,2,4,2,1,1,1,1,1,1,4,3,4,1,2,1,2,1,4,7,0,29524,181052104
7970,7277807,8373734,1,3,4,2,2,1,1,1,1,1,6,2,2,2,2,2,2,1,1,1,0,29524,181052104
7971,7277808,8373735,1,2,4,2,1,1,1,1,1,1,4,4,6,1,2,1,2,1,4,8,1,29524,181052104
7972,7277809,8373736,1,1,4,1,1,1,1,1,2,1,3,3,5,1,1,1,1,1,3,7,0,29524,181052104
7973,7277810,8373737,1,2,4,1,1,1,1,1,2,1,4,3,5,1,2,1,2,1,2,4,0,29524,181052104
7974,7277811,8373739,1,2,4,1,1,1,1,1,1,1,4,3,5,1,1,1,1,1,1,2,0,29524,181052104
7975,7277812,8373741,1,1,4,1,1,1,1,1,2,1,4,2,4,1,1,1,2,1,2,3,0,29524,181052104
7976,7277813,8373742,1,1,4,1,1,1,1,1,1,1,4,4,4,1,2,1,2,1,5,8,0,29524,181052104
7977,7277814,8373743,1,2,4,1,2,1,1,1,2,1,4,2,4,1,2,1,2,1,4,6,1,29524,181052104
7978,7277815,8373744,1,1,4,1,1,1,1,1,1,1,4,3,5,1,2,2,1,1,1,1,0,29524,181052104
7979,7277816,8373745,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,4,4,6,1,29524,181052104
7980,7277817,8373746,1,1,4,2,1,1,1,1,1,1,4,1,3,1,1,1,2,4,3,3,0,29524,181052104
7981,7277818,8373747,1,1,4,1,1,1,1,1,1,1,4,4,7,1,1,1,1,1,4,8,0,29524,181052104
7982,7277819,8373748,1,2,5,1,1,1,1,1,1,1,4,2,4,1,1,1,2,1,4,7,1,29524,181052104
7983,7277820,8373749,1,1,4,1,1,1,1,1,2,1,4,2,6,1,2,1,2,1,1,3,0,29524,181052104
7984,7277821,8373750,1,1,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,3,1,1,0,29524,181052104
7985,7277822,8373751,1,2,4,1,1,1,1,1,2,1,4,3,5,1,1,1,2,1,2,4,0,29524,181052104
7986,7277823,8373752,1,1,4,1,1,1,1,1,1,1,4,3,5,1,2,1,1,1,1,2,0,29524,181052104
7987,7277824,8373755,1,1,4,1,1,1,1,1,1,1,4,3,3,1,2,1,2,1,5,7,0,29524,181052104
7988,7277825,8373756,1,2,5,1,1,1,1,1,1,1,4,2,4,1,1,1,2,1,2,3,0,29524,181052104
7989,7277826,8373757,1,2,5,2,1,1,1,1,1,1,4,3,6,1,2,2,2,1,1,3,0,29524,181052104
7990,7277827,8373758,1,1,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,2,3,3,0,29524,181052104
7991,7277828,8373759,1,3,3,2,1,1,1,1,1,1,4,1,1,2,2,1,2,4,3,1,0,29524,181052104
7992,7277829,8373760,1,3,4,2,1,1,1,1,1,1,4,1,2,2,2,1,1,1,1,1,0,29524,181052104
7993,7277830,8373761,1,2,6,2,2,1,1,1,1,1,6,2,2,2,2,1,2,1,1,1,0,29524,181052104
7994,7277831,8373762,1,2,4,2,1,1,1,1,1,1,4,1,2,1,2,2,2,1,4,3,0,29524,181052104
7995,7277832,8373763,1,2,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,2,4,5,0,29524,181052104
7996,7277833,8373764,1,2,4,2,3,1,2,0,0,0,4,1,2,2,2,1,2,1,1,1,1,29524,181052104
7997,7277834,8373765,1,1,4,2,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29524,181052104
7998,7277835,8373766,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,3,3,0,29524,181052104
7999,7277836,8373768,1,3,4,2,1,1,1,1,1,1,4,1,2,1,2,1,2,1,6,7,1,29524,181052104
8000,7277837,8373769,1,2,4,1,1,1,1,1,1,1,4,2,2,2,2,1,2,1,3,2,0,29524,181052104
8001,7277838,8373770,1,1,4,2,1,1,1,1,1,1,4,2,4,2,2,1,2,1,1,2,0,29524,181052104
8002,7277839,8373771,1,2,4,2,1,1,1,1,1,1,4,1,1,1,2,1,2,4,6,5,1,29524,181052104
8003,7277840,8373772,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,5,7,0,29524,181052104
8004,7277841,8373773,1,2,4,1,1,1,1,1,1,1,4,2,3,2,2,1,2,1,5,8,0,29524,181052104
8005,7277842,8373774,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,5,8,0,29524,181052104
8006,7277843,8373775,1,2,4,1,1,1,1,1,1,1,4,1,2,1,2,2,2,1,5,6,0,29524,181052104
8007,7277844,8373776,1,2,4,1,1,1,1,1,1,1,4,2,3,1,1,1,2,1,5,6,0,29524,181052104
8008,7277845,8373778,1,1,1,1,1,1,1,1,2,1,4,1,3,1,2,1,2,3,3,3,0,29524,181052104
8009,7277846,8373779,1,1,4,1,1,1,1,1,1,1,4,3,5,1,2,1,2,1,2,3,0,29524,181052104
8010,7277847,8373780,1,1,1,1,1,1,1,1,1,1,4,2,4,2,2,1,2,3,3,4,0,29524,181052104
8011,7277848,8373781,1,1,4,1,1,1,1,1,2,1,4,1,2,1,2,1,2,1,4,3,0,29524,181052104
8012,7277849,8373782,1,1,4,2,1,1,1,1,1,1,4,1,2,2,2,1,2,2,3,2,0,29524,181052104
8013,7277850,8373783,1,1,4,1,1,1,1,1,2,1,4,5,7,1,2,1,1,1,1,3,0,29524,181052104
8014,7277851,8373784,1,1,4,1,1,1,1,1,2,1,4,2,4,1,2,2,1,1,1,1,0,29524,181052104
8015,7277852,8373784,2,1,1,1,1,1,1,1,2,1,4,1,2,1,2,1,2,1,3,2,0,29524,181052104
8016,7277853,8373785,1,1,4,1,1,1,1,1,2,1,4,4,5,1,1,1,2,1,3,5,0,29524,181052104
8017,7277854,8373786,1,1,4,1,1,1,1,1,1,1,4,4,5,1,1,1,2,2,3,5,0,29524,181052104
8018,7277855,8373787,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,1,5,7,0,29524,181052104
8019,7277856,8373789,1,1,4,2,2,1,1,1,2,1,4,2,3,1,2,1,2,1,3,4,0,29524,181052104
8020,7277857,8373790,1,2,6,2,1,1,1,1,1,1,4,1,1,1,1,1,2,3,6,4,1,29524,181052104
8021,7277858,8373791,1,1,4,1,1,1,1,1,2,1,4,4,4,1,2,1,2,3,1,1,0,29524,181052104
8022,7277859,8373793,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,1,1,3,3,0,29524,181052104
8023,7277860,8373794,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,2,2,2,1,1,0,29524,181052104
8024,7277861,8373796,1,2,4,1,1,1,1,1,1,1,4,2,3,1,2,2,1,1,3,3,0,29524,181052104
8025,7277862,8373797,1,2,4,1,1,1,1,1,2,1,4,1,3,1,2,2,2,1,2,2,0,29524,181052104
8026,7277863,8373798,1,1,4,1,2,1,1,2,3,1,4,2,4,1,2,1,2,1,3,5,0,29524,181052104
8027,7277864,8373799,1,1,4,1,1,1,1,1,2,1,4,4,5,1,1,1,1,1,2,3,0,29524,181052104
8028,7277865,8373800,1,2,4,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,6,5,1,29524,181052104
8029,7277866,8373801,1,2,2,2,1,1,1,1,2,1,4,2,3,1,1,1,2,1,3,4,0,29524,181052104
8030,7277867,8373802,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,4,6,0,29524,181052104
8031,7277868,8373803,1,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,4,3,0,29524,181052104
8032,7277869,8373805,1,1,4,1,1,1,1,1,1,1,4,2,2,1,1,1,2,1,5,5,0,29524,181052104
8033,7277870,8373806,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,2,2,1,2,2,0,29524,181052104
8034,7277871,8373807,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,1,1,2,3,0,29524,181052104
8035,7277872,8373808,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,1,3,3,0,29524,181052104
8036,7277873,8373809,1,2,4,1,1,1,1,1,2,1,4,1,2,1,2,1,2,1,3,2,0,29524,181052104
8037,7277874,8373810,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,1,5,4,0,29524,181052104
8038,7277875,8373811,1,1,4,1,1,1,1,1,2,1,4,3,4,1,1,1,2,1,3,4,0,29524,181052104
8039,7277876,8373812,1,1,4,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,1,0,29524,181052104
8040,7277877,8373813,1,1,4,1,1,1,1,1,3,1,4,3,3,1,2,1,2,1,2,2,0,29524,181052104
8041,7277878,8373815,1,1,4,1,1,1,1,1,1,1,4,1,1,1,2,1,2,3,6,4,1,29524,181052104
8042,7277879,8373815,2,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,3,5,2,1,29524,181052104
8043,7277880,8373816,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,3,4,6,0,29524,181052104
8044,7277881,8373817,1,2,4,2,1,1,1,2,2,1,4,1,1,1,1,1,1,1,3,1,0,29524,181052104
8045,7277882,8373818,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,1,3,4,0,29524,181052104
8046,7277883,8373819,1,1,4,1,1,1,1,1,2,1,4,3,3,1,1,1,2,1,3,3,0,29524,181052104
8047,7277884,8373820,1,1,4,1,1,1,1,1,1,1,4,3,4,1,1,1,2,1,2,3,0,29524,181052104
8048,7277885,8373822,1,1,4,1,1,1,1,1,2,1,4,2,5,1,2,1,2,1,1,2,0,29524,181052104
8049,7277886,8373823,1,1,4,1,1,1,1,1,2,1,4,1,2,1,1,1,2,1,4,3,0,29524,181052104
8050,7277887,8373824,1,1,4,1,1,1,1,1,2,1,4,3,6,1,2,1,1,1,1,3,0,29524,181052104
8051,7277888,8373825,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,1,1,2,3,0,29524,181052104
8052,7277889,8373826,1,2,4,1,1,1,1,1,2,1,4,1,1,1,2,1,2,5,6,4,1,29524,181052104
8053,7277890,8373827,1,1,1,1,1,1,1,1,2,1,4,3,3,1,1,1,1,1,3,4,0,29524,181052104
8054,7277891,8373828,1,2,4,1,1,1,1,1,1,1,4,2,2,1,2,1,2,3,5,5,1,29524,181052104
8055,7277892,8373829,1,1,4,1,1,1,1,1,2,1,4,3,3,1,1,1,1,1,3,4,0,29524,181052104
8056,7277893,8373830,1,1,4,1,1,1,1,1,1,1,4,2,3,1,2,1,2,4,3,3,0,29524,181052104
8057,7277894,8373832,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,6,3,4,0,29524,181052104
8058,7277895,8373833,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,1,6,3,4,0,29524,181052104
8059,7277896,8373834,1,1,4,1,1,1,1,2,1,1,3,2,3,2,2,1,2,3,4,5,0,29524,181052104
8060,7277897,8373835,1,1,4,1,1,1,1,1,3,1,3,1,3,2,2,1,2,1,2,2,0,29524,181052104
8061,7277898,8373837,1,1,4,1,1,1,1,1,2,1,4,4,6,1,1,1,1,1,2,4,0,29524,181052104
8062,7277899,8373838,1,1,4,1,1,1,1,1,2,1,3,3,6,1,1,1,1,1,2,5,0,29524,181052104
8063,7277900,8373839,1,1,4,1,1,1,1,1,2,1,3,2,5,1,1,1,2,3,2,4,0,29524,181052104
8064,7277901,8373841,1,1,4,1,1,1,1,1,2,1,3,3,6,1,1,1,1,1,1,3,0,29524,181052104
8065,7277902,8373842,1,1,4,1,1,1,1,1,2,1,4,2,3,1,2,2,1,1,2,2,0,29524,181052104
8066,7277903,8373844,1,1,4,1,1,1,1,1,2,1,3,2,3,1,2,2,1,1,2,2,0,29524,181052104
8067,7277904,8373845,1,2,4,2,2,1,2,0,0,0,4,1,1,2,2,2,2,4,5,3,1,29524,181052104
8068,7277905,8373847,1,3,6,2,1,1,1,2,4,1,4,2,4,1,1,1,2,3,4,6,1,29524,181052104
8069,7277906,8373848,1,2,6,2,2,1,1,2,4,2,4,1,1,2,2,2,2,2,6,4,1,29524,181052104
8070,7277907,8373849,1,2,6,2,1,1,1,2,4,1,6,3,3,2,2,2,2,1,3,3,0,29524,181052104
8071,7277908,8373850,1,2,4,1,1,1,1,1,4,1,4,1,1,1,1,1,2,1,5,3,0,29524,181052104
8072,7277909,8373851,1,2,4,2,1,1,1,1,1,1,4,3,3,1,2,1,1,2,5,7,0,29524,181052104
8073,7277910,8373852,1,2,4,2,2,1,2,0,0,0,4,1,1,2,2,1,2,1,5,2,1,29524,181052104
8074,7277911,8373853,1,3,4,2,2,1,2,0,0,0,4,1,1,1,2,1,2,2,6,4,1,29524,181052104
8075,7277912,8373854,1,3,4,2,3,1,2,0,0,0,6,2,2,1,2,2,2,1,5,4,1,29524,181052104
8076,7277913,8373855,1,2,6,2,2,1,2,0,0,0,4,1,1,2,2,1,2,1,5,2,1,29524,181052104
8077,7277914,8373856,1,1,4,1,1,1,1,1,4,2,4,2,2,1,2,1,2,1,4,3,0,29524,181052104
8078,7277915,8373857,1,2,4,1,1,1,1,1,2,1,4,2,2,1,1,1,2,1,5,4,0,29524,181052104
8079,7277916,8373858,1,3,4,2,1,1,1,1,4,1,4,2,2,2,2,2,2,3,5,6,0,29524,181052104
8080,7277917,8373859,1,2,4,1,1,1,1,1,4,1,4,2,2,1,2,1,1,2,3,2,0,29524,181052104
8081,7277918,8373860,1,1,4,1,1,1,1,1,4,1,4,2,2,1,2,1,2,2,5,4,0,29524,181052104
8082,7277919,8373862,1,2,6,2,1,1,1,2,4,1,4,1,1,1,2,1,2,1,6,4,1,29524,181052104
8083,7277920,8373863,1,2,4,2,1,1,1,1,4,1,4,1,1,1,2,2,2,4,6,4,1,29524,181052104
8084,7277921,8373864,1,2,4,2,1,1,1,2,4,1,4,2,2,1,2,1,2,2,4,3,0,29524,181052104
8085,7277922,8373865,1,2,4,2,1,1,1,1,2,1,4,3,5,1,2,1,2,1,3,6,1,29524,181052104
8086,7277923,8373866,1,1,3,1,1,1,1,1,2,1,4,4,5,1,1,1,2,1,3,6,0,29524,181052104
8087,7277924,8373867,1,2,4,1,1,1,1,1,2,1,4,4,4,1,1,1,2,1,4,7,0,29524,181052104
8088,7277925,8373868,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,2,2,1,3,2,0,29524,181052104
8089,7277926,8373869,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,2,3,0,29524,181052104
8090,7277927,8373870,1,1,4,1,1,1,1,1,2,2,4,1,4,2,2,1,2,3,5,8,0,29524,181052104
8091,7277928,8373870,2,1,4,1,1,1,1,2,2,2,4,1,1,2,1,1,2,3,5,3,0,29524,181052104
8092,7277929,8373870,3,1,4,1,1,1,1,2,2,2,4,1,1,1,2,1,2,1,5,3,0,29524,181052104
8093,7277930,8373870,4,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,3,4,3,0,29524,181052104
8094,7277931,8373871,1,2,4,2,1,1,1,1,2,1,4,2,4,1,1,1,2,1,3,4,1,29524,181052104
8095,7277932,8373872,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,6,0,29524,181052104
8096,7277933,8373873,1,1,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,1,6,8,1,29524,181052104
8097,7277934,8373874,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,4,3,4,0,29524,181052104
8098,7277935,8373875,1,2,4,1,1,1,1,1,2,1,4,2,2,2,2,2,2,1,3,2,0,29524,181052104
8099,7277936,8373876,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,4,0,29524,181052104
8100,7277937,8373877,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,1,5,8,1,29524,181052104
8101,7277938,8373878,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,5,6,7,1,29524,181052104
8102,7277939,8373879,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,2,3,4,5,0,29524,181052104
8103,7277940,8373880,1,2,4,1,1,1,1,1,2,2,4,2,3,1,1,1,2,2,3,4,0,29524,181052104
8104,7277941,8373881,1,1,4,2,1,1,1,1,2,1,4,2,3,1,1,1,2,1,3,4,0,29524,181052104
8105,7277942,8373882,1,1,4,2,2,1,1,1,1,1,4,3,4,1,2,1,2,2,4,6,0,29524,181052104
8106,7277943,8373883,1,2,4,2,1,1,1,2,2,1,4,2,2,1,2,1,2,1,3,2,0,29524,181052104
8107,7277944,8373884,1,2,4,1,1,1,1,1,2,1,4,2,3,1,2,1,2,2,5,6,0,29524,181052104
8108,7277945,8373885,1,1,2,1,1,1,1,1,2,1,4,2,4,1,2,1,1,1,1,2,0,29524,181052104
8109,7277946,8373886,1,2,4,2,1,1,1,1,2,1,4,2,3,1,2,1,2,2,4,5,0,29524,181052104
8110,7277947,8373887,1,1,4,1,1,1,1,1,2,1,4,3,5,1,2,1,1,2,2,4,0,29524,181052104
8111,7277948,8373888,1,2,4,1,1,1,1,1,2,1,4,3,4,1,1,1,2,1,3,4,0,29524,181052104
8112,7277949,8373889,1,2,4,2,2,1,1,1,2,1,4,2,3,1,2,1,2,1,6,8,1,29524,181052104
8113,7277950,8373890,1,1,4,1,1,1,1,1,1,1,4,2,4,1,2,1,2,3,3,5,0,29524,181052104
8114,7277951,8373891,1,1,4,1,1,1,1,1,2,1,4,2,3,1,1,1,1,1,4,5,0,29524,181052104
8115,7277952,8373892,1,2,4,2,1,1,1,1,2,2,4,4,4,1,2,1,2,2,2,3,0,29524,181052104
8116,7277953,8373893,1,2,4,2,1,1,1,1,2,1,4,1,3,1,2,1,2,2,2,2,0,29524,181052104
8117,7277954,8373894,1,2,4,1,1,1,1,2,2,1,4,3,4,2,2,1,2,1,4,7,0,29524,181052104
8118,7277955,8373895,1,2,4,1,1,1,1,2,2,1,4,1,1,1,2,1,2,2,3,1,0,29524,181052104
8119,7277956,8373896,1,2,6,2,1,1,1,1,2,1,4,1,1,1,2,1,2,1,6,4,1,29524,181052104
8120,7277957,8373897,1,2,4,1,1,1,1,1,2,2,4,2,3,1,2,1,1,2,5,7,0,29524,181052104
8121,7277958,8373897,2,2,4,2,2,1,1,1,2,2,4,1,1,1,2,1,2,4,6,4,1,29524,181052104
8122,7277959,8373898,1,2,4,2,1,1,1,1,2,1,4,3,5,1,2,1,2,1,3,6,1,29524,181052104
8123,7277960,8373899,1,1,3,1,1,1,1,1,2,1,4,4,5,1,1,1,2,1,3,6,0,29524,181052104
8124,7277961,8373900,1,2,4,1,1,1,1,1,2,1,4,4,4,1,1,1,2,1,4,7,0,29524,181052104
8125,7277962,8373901,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,2,2,1,3,2,0,29524,181052104
8126,7277963,8373902,1,1,4,1,1,1,1,1,2,1,4,3,4,1,2,1,2,1,2,3,0,29524,181052104
8127,7277964,8373903,1,1,4,1,1,1,1,1,2,2,4,1,4,2,2,1,2,3,5,8,0,29524,181052104
8128,7277965,8373903,2,1,4,1,1,1,1,2,2,2,4,1,1,2,1,1,2,3,5,3,0,29524,181052104
8129,7277966,8373903,3,1,4,1,1,1,1,2,2,2,4,1,1,1,2,1,2,1,5,3,0,29524,181052104
8130,7277967,8373903,4,1,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,3,4,3,0,29524,181052104
8131,7277968,8373904,1,2,4,2,1,1,1,1,2,1,4,2,4,1,1,1,2,1,3,4,1,29524,181052104
8132,7277969,8373905,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,6,0,29524,181052104
8133,7277970,8373906,1,1,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,1,6,8,1,29524,181052104
8134,7277971,8373907,1,2,4,1,1,1,1,1,2,1,4,2,4,1,2,1,2,4,3,4,0,29524,181052104
8135,7277972,8373908,1,2,4,1,1,1,1,1,2,1,4,2,2,2,2,2,2,1,3,2,0,29524,181052104
8136,7277973,8373909,1,2,4,1,1,1,1,1,2,1,4,2,2,1,2,1,2,1,5,4,0,29524,181052104
8137,7277974,8373910,1,2,4,1,1,1,1,1,2,1,4,3,3,1,2,1,2,1,5,8,1,29524,181052104
